"","x"
"270",0.624564613903021
"271",0.309176768205742
"272",0.22068119079255
"273",0.775636065638683
"274",0.614549930034492
"275",0.857101622785945
"276",0.620045434561471
"277",0.837871402109085
"278",-0.0500706041961582
"279",0.867932220696404
"280",0.0500737619253117
"281",0.950995493038166
"282",0.181803846242798
"283",-0.0131663116528377
"284",0.253006228974497
"285",0.468049972627307
"286",-0.0498568317915754
"287",0.561902073800788
"288",0.656101349098171
"289",0.777821272321286
"290",0.746759630219912
"291",0.0501192622734065
"292",0.523854690586753
"293",0.57743120923241
"294",0.578376026658461
"295",0.198015008918614
"296",0.470617198088504
"297",0.0498420722359219
"298",0.785170163439466
"299",0.147884184718767
"300",0.582272455090639
"301",0.950157895714896
"302",0.487449073184868
"303",0.445677726570458
"304",0.46571406185317
"305",1.01436690203782
"306",0.70214698497577
"307",0.583566285810805
"308",0.172798150025735
"309",0.827895252772056
"310",0.0498345989069754
"311",0.85258358126042
"312",0.72220988760794
"313",0.904408108143425
"314",0.950257638762859
"315",0.143278224496063
"316",0.558239834514355
"317",0.262727874725404
"318",0.93222903714414
"320",0.625972900587771
"321",0.246366135652459
"322",0.0500735333263858
"323",0.950194954765924
"324",0.395878793552265
"325",0.733632585326155
"326",0.174081989315781
"327",0.0500686545995685
"328",0.39324636050978
"329",0.412984312067835
"330",0.698076173336818
"331",0.440058109229912
"332",0.517809167922453
"333",0.0499529243263438
"334",0.159608785340075
"335",0.173175316220681
"336",0.949864471601741
"337",0.756656934145094
"338",0.0500780894008519
"339",0.99847521494808
"340",0.213347462550571
"341",0.0500693262470836
"342",0.790850774141126
"344",0.586775102341408
"346",0.330178753583995
"347",0.328859906213715
"348",0.419726295876634
"349",0.227255320682713
"350",-0.0163667771035568
"351",0.521884288555163
"352",0.883272655116012
"353",0.824556347774194
"354",0.0611303658397894
"355",0.504379798941784
"356",0.101562218046836
"357",0.215927599224275
"358",0.598438685794642
"359",0.146065796765028
"360",0.381190620934381
"361",0.609969166904309
"362",0.511179843439812
"363",0.287448987447699
"364",0.249153283870707
"365",0.0499985286705416
"366",0.83867715082499
"367",0.284288793925556
"368",0.751882819470444
"369",0.728049669517914
"370",0.061124327207886
"372",0.580874866200217
"373",0.541022813538929
"374",0.743209469118771
"375",0.392829183457935
"376",0.409243863651844
"377",0.156456885468739
"378",0.0669673776288131
"379",0.673270202944799
"380",0.922718624474928
"381",0.202498122920867
"383",0.240115139197436
"384",0.82056131779488
"385",0.49874658776232
"386",0.751358699665917
"389",0.435891825016705
"390",0.647076514182334
"392",0.971029624932487
"393",0.446264190401821
"394",0.659021538854992
"397",0.503158931287216
"398",0.946824540058067
"399",0.909116110408537
"400",-0.101758085401062
"401",0.540138482766257
"402",0.493830363716677
"403",0.157350349251528
"404",0.950036118352821
"405",0.624044503253051
"406",0.949994045559554
"407",0.923825996088582
"408",0.0499187738946306
"409",0.542451213977235
"410",1.03492332336613
"411",0.547808933910607
"412",0.241807112065782
"413",0.225516427404973
"414",-0.0419495552005576
"415",0.52970002298073
"416",0.352393355413801
"417",0.859482279707122
"418",-0.0203625362399392
"419",0.108078841299391
"420",0.494877284516234
"421",0.202904895492863
"423",0.687711556837387
"424",0.94399208328493
"425",0.949078724245971
"426",0.593828897884267
"427",0.533728068962977
"428",0.606200621122442
"429",0.0501565152964935
"430",0.257506663151136
"431",0.276116761894678
"432",0.904832155819518
"433",0.368940316579377
"434",0.415182877196322
"435",0.588798616848865
"436",0.33676074663421
"437",0.320254812315573
"438",0.367666261706589
"439",0.69913043657156
"440",0.217039073388731
"441",0.682080882872996
"443",0.541955355704437
"444",0.950028771586924
"445",0.776443676392999
"446",0.293190981932468
"447",0.576068200703973
"448",0.407209336638161
"450",0.468096563465598
"451",0.664888528302359
"452",0.764302528775491
"453",0.31941096576925
"454",0.33040360110194
"455",0.413566187450609
"457",0.477933133006898
"459",0.0828486465120709
"460",0.947502163469526
"461",0.950003726269402
"462",0.562143375245133
"463",0.671127429301199
"464",0.866398517730798
"465",0.928419382450245
"466",0.621187650631955
"467",0.232341066318803
"468",0.72669812536327
"469",0.165015118693871
"470",0.0498008021281479
"471",0.424902826126308
"473",-0.0427228974892959
"474",0.0750326503129303
"475",0.049941257452214
"476",0.049926278139179
"477",0.0499591489938467
"478",0.734988306293433
"479",0.740172097647043
"480",0.483755489078526
"481",0.384433090995803
"482",0.165067598042474
"483",0.538471810737296
"484",0.0173579629208507
"485",0.0497666061498393
"486",0.240777609522995
"487",0.95015734809978
"488",0.281851433106506
"489",0.489018348306553
"490",0.0500017528062045
"491",0.184653939959628
"493",0.168729708498746
"494",0.0500956469640899
"495",0.480805505822932
"496",0.38952017190869
"497",0.17287693993288
"498",0.599284521918803
"499",0.557623313173014
"500",-0.0242920286306675
"501",0.433363837000363
"502",0.844403600314633
"503",0.375616652288025
"504",0.950081216220878
"505",0.690806691501439
"506",0.0575730069268675
"507",0.190791781274589
"508",0.697320479389294
"509",0.281822115988094
"510",0.176201809979921
"511",0.766204239407266
"512",0.324768735915092
"513",0.529270143446802
"514",0.243409087015782
"515",0.178931531650624
"516",0.61091571662576
"517",0.619977759628877
"518",0.802552260757281
"519",0.609568748733367
"520",0.115733516857113
"521",0.406089920294544
"523",0.949898483624638
"524",0.136981388317414
"525",0.857599357403424
"526",1.0328135426157
"528",0.949905847214456
"529",0.700942938955638
"531",0.301597428923632
"532",0.52333508531962
"533",0.417774698891176
"534",0.83832391817612
"535",0.935529095126633
"536",0.79359481792429
"537",0.627189693653332
"538",0.143878867617584
"539",-0.0501937579733265
"540",0.949995096506708
"541",0.505345384584167
"542",0.0684975320071952
"543",0.849898905837971
"544",0.111943969353317
"545",0.314860084400909
"546",0.391863883396463
"547",0.318111048960912
"548",0.23048207623875
"549",1.09176564177092
"550",0.0519849381861462
"551",0.283534419956856
"552",0.228888538168511
"553",0.950089822978044
"554",0.626469628963949
"555",0.172676201953222
"556",0.40655907990014
"557",0.739915401379575
"558",0.831708749171669
"559",0.588322607167624
"561",0.84835071976398
"562",1.0710556537246
"563",0.152475173264347
"564",0.965645303045182
"565",0.266447001522923
"566",0.833969411035393
"567",0.436786644181238
"568",0.15452634260229
"569",1.04988754174902
"570",0.736359438952169
"571",0.949990853026785
"573",0.9505798684033
"574",0.167450261517591
"575",0.0785192608785747
"576",0.0497803728617322
"578",0.0574027071763804
"579",0.318504194854126
"580",0.0499871332660218
"581",0.401498399109268
"582",0.53408986519291
"584",0.93551068050195
"585",0.420164667101153
"586",0.217989193903127
"587",0.842000207227368
"588",0.734749217999543
"589",0.473090582961585
"590",0.531498342342422
"591",0.606875530328596
"593",0.0659777253359016
"596",0.161895266097356
"597",0.37714610397553
"599",0.68934804248547
"600",0.720334013732018
"601",0.786564650122584
"602",0.311125552590218
"603",0.950175988441065
"604",0.410937625844723
"605",0.796068440785249
"606",0.748584608595002
"607",0.0872516016150598
"609",-0.0250564387271162
"610",0.593108039108319
"611",0.806803643299457
"612",0.439329482368843
"613",0.387522279027637
"614",0.619632034954421
"615",0.371359757993968
"616",0.896266593350608
"617",0.644513613208072
"618",0.234936955983555
"619",0.281894327693597
"620",0.765298167335215
"621",0.0715094482119897
"622",0.257690499286989
"623",0.146461703662351
"624",0.0500336186062311
"625",0.151030544769729
"626",0.950057286171548
"627",0.328200544836654
"628",0.949917723287192
"629",-0.130114364068201
"630",0.370707661105087
"631",0.813340903963519
"632",0.177867105181631
"633",0.243134886867931
"634",0.922308910370382
"635",0.64518465418207
"636",0.582554498078272
"637",0.326584439463343
"638",0.989459858724592
"639",0.790502478873097
"640",0.0899436454240565
"641",0.56494209342518
"642",0.470373747337306
"643",0.196191176166614
"644",0.598315943938726
"645",0.567795421440657
"646",0.483698669995134
"647",0.470176989997141
"648",0.353723829687471
"650",0.158728948377403
"651",0.448863975900782
"652",0.0499346273036791
"653",0.785493673683655
"654",0.249451984945525
"655",0.3261382953957
"656",0.591468050627517
"657",0.0131155792596852
"658",0.0498892874597041
"659",0.415748851509132
"660",0.0500570237661648
"661",0.394685622222948
"662",0.249119105155022
"663",0.32891501781067
"664",0.596330689938786
"665",1.0065735767618
"666",0.197254455075637
"667",0.340928119257191
"668",-0.198354427313434
"669",0.812816139598174
"670",0.949938047505225
"671",0.249237245604927
"672",-0.050198582043066
"673",0.0498661191033544
"674",0.219721461367655
"675",0.693688048463901
"676",0.0667017704080832
"677",0.0419956477682185
"678",0.0498253624825243
"679",0.610731472298553
"680",0.259483789902418
"681",0.393978675416708
"682",0.240900958676961
"683",0.272342511112347
"684",0.187700520165371
"685",0.613254431315476
"686",0.226042616960981
"687",0.524647481285516
"688",0.0659073817146333
"689",0.384642358313194
"690",0.59087404697571
"691",0.398169568245741
"692",0.699746573061594
"693",0.0709280244156179
"694",0.13752935411563
"695",0.287547079229144
"696",0.361024982699138
"697",0.652942124607827
"698",0.201891574252487
"699",0.328572807431407
"700",0.339586597766512
"701",0.888372982826606
"702",0.463602446168114
"703",0.869914211665819
"704",0.127819211422201
"705",0.256413785043829
"706",0.185698577039524
"707",0.0247658675102824
"708",0.148367745769117
"709",0.0499949030522571
"710",0.269371802366674
"711",0.0500606132566961
"712",0.513898769920774
"713",0.212057897196315
"714",0.604258031328241
"715",0.482903429144895
"716",0.949975992058306
"717",0.833389937021585
"718",0.366777125929712
"719",0.656486842829747
"720",0.0237716215866126
"721",0.529882909681643
"722",0.799956835277786
"723",0.474277918524689
"724",0.447155346641151
"725",0.537501563997526
"726",0.0502145824625544
"727",1.04940072740059
"728",0.505610382070703
"729",-0.0328282832991113
"730",0.351292821155125
"731",0.0498474483571782
"732",0.292375752680164
"733",0.1262946847866
"734",0.265755369872787
"735",0.136854828187282
"736",0.950023186717072
"738",0.190100938714111
"739",0.218871914182608
"740",0.440342866314323
"741",0.517359609816568
"742",0.510540514698109
"743",0.932485730597614
"745",0.803329907231398
"746",0.402523185620838
"747",0.236056904672596
"748",0.712317379090812
"749",0.643162221206991
"750",-0.0500543749752908
"751",0.509687732287235
"752",0.0325640235880723
"753",0.330281053317759
"754",0.049938650221009
"755",0.380137543763133
"756",0.317177375466387
"757",0.0474450278547512
"758",0.415086747110117
"759",0.269721472448379
"760",0.229428276039284
"761",0.870269619837245
"762",0.0497825531560072
"763",0.454746674276189
"764",0.371115374247658
"765",0.408944474930854
"766",0.997773180377353
"767",0.41491194814493
"768",-0.0678396300778072
"769",0.295318728155546
"770",0.174705891735337
"771",0.357902873656427
"772",1.05006422739917
"773",-0.0498607835157071
"774",0.519620475831888
"775",0.662815553634592
"776",0.398352067941152
"777",0.405579756688959
"779",0.904116122628328
"780",0.271552070133937
"781",0.555374905698757
"782",0.304968045406225
"783",0.171797966690023
"784",0.279996578215982
"786",0.348552029384938
"787",0.828007256845751
"788",0.844161147191498
"789",0.441262390333252
"790",0.704077122770577
"791",0.0652762638249034
"792",0.822926172145376
"793",0.93522162246843
"794",0.651585740455911
"795",0.586001123430773
"796",0.793664556910225
"797",0.139130839592413
"798",0.0721236509870295
"799",0.172793044593677
"800",0.331678487213735
"801",0.325627842837471
"802",0.642933701956615
"803",0.580007071589673
"804",0.459661864108114
"805",0.567461630018042
"806",0.0329956745992591
"808",0.213155918885911
"809",0.354686461328669
"810",0.223158757146404
"811",0.711868134656257
"812",0.605962177981323
"813",0.950143287696789
"814",0.476363551126813
"815",0.214267617160343
"816",0.585323523349881
"817",0.843949118900702
"818",0.522603428860806
"819",0.949968869985842
"820",0.665743447456496
"821",0.83939979734939
"822",0.123720447243772
"823",0.970726255102453
"824",-0.0500056143596172
"825",0.297112915406807
"826",0.311083548164597
"827",0.320243149300944
"828",0.65368333204151
"829",0.556701357161318
"830",0.257991935152232
"831",0.0498498744296267
"832",0.287184569780959
"833",0.180016918973832
"834",0.277366907720329
"835",0.597889942555104
"836",0.575931839625406
"837",0.305470492320375
"838",0.498111244153964
"839",0.605402306577496
"840",0.520430382742818
"841",0.0663442512655395
"842",0.172419987707697
"843",0.61785816469294
"844",0.0917450401914122
"845",0.950028218100086
"846",0.234800206741623
"847",0.582291972729748
"848",0.494637797414881
"849",0.71011722874058
"850",0.428971397633926
"851",0.170071067262438
"852",0.513111885439118
"853",0.321049919599792
"854",1.01051156802378
"855",0.454609432413602
"856",0.523986796125413
"857",0.735387393486084
"858",0.432105519286294
"859",0.212362956913721
"860",0.529302083001614
"861",0.632485565526037
"862",0.0941119055972001
"863",0.417572520934883
"864",0.241996186865855
"865",0.414273487665457
"866",0.810066149434264
"867",0.215627919205692
"868",0.284806195367609
"869",0.494063932234199
"871",0.272961997597151
"872",0.25882482832604
"873",0.911640331312964
"874",-0.0501381395596309
"875",0.345752382933239
"877",0.121021592845094
"878",0.219639081736956
"879",0.249708328394629
"880",0.223705355744596
"881",0.777747633335012
"882",-0.0500525067491487
"883",0.516399229232453
"884",0.423816932886481
"885",0.594389266266712
"886",0.279702581996556
"887",0.138499335688948
"888",0.62143602994121
"889",0.320870648142689
"890",0.0907751848379863
"891",0.772742253912131
"892",-0.0519870024124301
"893",0.912302207147859
"894",0.357155821676786
"895",0.469077784185346
"896",0.271747006925755
"897",0.260104004423689
"899",-0.0758826402885871
"900",0.0738510961511272
"901",0.949924030089665
"902",0.560096030580332
"903",0.878155440270384
"904",0.427141056318033
"905",0.752849583989989
"906",0.567266271772937
"907",0.0710558215532356
"908",0.414285537997389
"909",0.0498063244546006
"910",0.433420527324069
"911",0.30677549842514
"912",0.335491961369737
"913",0.410143970602723
"914",0.358014058490558
"915",0.0502482127434257
"916",0.0500129673113061
"917",0.223365794988248
"918",0.734876979508044
"919",0.0501913726552786
"920",0.644175129334357
"921",0.585093945380788
"922",0.139321128206622
"923",0.80152274584329
"925",0.470695110268198
"928",0.711144926077451
"929",0.254644602418825
"930",0.323939308034576
"931",0.650939240654119
"932",0.599506777183753
"933",0.481181869964034
"934",0.493607446378693
"935",0.188022901915253
"937",0.257030364679498
"938",0.505719696757502
"940",0.306266313913686
"941",0.648215549070302
"942",0.604108175490334
"943",0.24040546539813
"944",0.404077854383057
"945",0.0630355942453377
"946",0.4081533977904
"947",0.0498663393123606
"948",0.881457070280915
"949",0.845229506041983
"950",0.0500432450967871
"951",0.154960936201241
"952",0.529922159469275
"953",0.349063489344445
"954",0.945056024802252
"955",0.0677490817194207
"956",0.642465349836194
"957",0.189333198771102
"958",0.564439883419741
"959",0.579158523650658
"960",0.685714846546402
"961",0.371986783816069
"962",0.365833716252669
"963",0.0498681884674539
"964",0.755826563065916
"965",0.356161029608779
"966",0.322271478966117
"967",0.449566477515167
"969",0.486845431445979
"970",-0.0190514990359877
"971",0.508602292235173
"972",0.050074261958658
"974",0.442133315237532
"975",0.368150788083013
"976",0.0875456433796526
"977",0.647734360946594
"978",0.115199205617248
"979",0.886392511706228
"980",0.354144177781874
"981",0.169024085539088
"982",1.05016049245683
"983",0.68380983804629
"984",0.775354802366394
"985",0.0220638821838343
"986",0.0498208854020064
"987",0.663032173633005
"988",0.623081263820057
"989",0.415462320446289
"990",0.651818908616395
"991",0.871615676771084
"992",0.333932660808317
"993",0.0780234513785927
"994",0.158257997221501
"995",0.33035415038205
"996",0.3624166562231
"997",0.294679795969943
"998",0.121463386030717
"999",0.0431929068700806
"1000",0.261376321647142
"1001",0.540772404928632
"1002",0.215695181119785
"1003",0.388185391525747
"1004",0.626244022408637
"1005",0.617804359768153
"1006",0.403564854278403
"1008",0.184651642830986
"1009",0.0501222347404138
"1010",0.465700858648194
"1011",0.800497240580892
"1012",1.01597198404504
"1013",0.950047104430736
"1015",0.459730468895336
"1016",0.195414548766248
"1017",0.668806473789881
"1018",0.0756100856759004
"1019",0.0982014137012492
"1020",-0.0497818774099671
"1021",0.233528199263886
"1022",0.372863535909814
"1023",0.543835325875311
"1024",0.488982495930075
"1025",0.300902465535149
"1026",0.714596496040676
"1027",0.483373774189686
"1028",0.184449081319731
"1029",0.371894314113626
"1030",-0.0993481355829248
"1032",0.468652648474977
"1033",0.0501062173840796
"1034",0.16736341001412
"1035",0.950081767662701
"1036",0.77597395700563
"1037",0.450174368863354
"1038",0.950054020483753
"1039",0.0921856165263262
"1040",0.81743033998209
"1041",0.548238253754333
"1042",0.871894949607725
"1043",0.487622715172387
"1044",1.04194998526529
"1045",0.527895752476408
"1046",0.787909736180974
"1047",1.04986105766268
"1048",0.375184506970333
"1049",0.541608448081829
"1050",0.950087214156977
"1051",0.751614691033985
"1052",0.299615709111447
"1053",0.906439224568868
"1054",0.258579280195545
"1055",0.343330027254505
"1056",0.785283890946072
"1057",0.708368693280926
"1058",0.292793507956619
"1059",0.143217539869709
"1061",0.0501102619098244
"1062",0.746870481357426
"1063",0.949801417836834
"1064",0.384003039260152
"1065",0.105055296510831
"1066",0.628500202337452
"1067",0.135879382183716
"1069",0.387075499383118
"1070",0.626685101890222
"1071",0.324006411405062
"1072",0.22392338889766
"1073",0.397851650480031
"1074",0.29856034719791
"1075",0.124535759141201
"1076",0.796495773929543
"1078",0.286085348129427
"1080",0.0498311435439951
"1081",0.795282072050762
"1082",0.488360296397547
"1083",0.0502041423687782
"1084",0.398883629197211
"1085",0.190905798987773
"1087",0.206044901887101
"1088",0.770513796536758
"1089",0.0500761006011753
"1090",0.197332945319018
"1091",0.493961482573228
"1092",-0.0498743492096193
"1093",0.305083593235569
"1094",1.05018388173781
"1095",0.586497888920796
"1096",-0.0466620686857239
"1097",0.255787130674304
"1098",0.64440438985133
"1099",0.599210350828559
"1100",0.657915313254946
"1101",0.762237685266655
"1102",0.936543828340114
"1103",0.68040558203916
"1104",-0.00149657362377897
"1105",0.762958445502637
"1106",0.195604859972454
"1107",0.0501040272578864
"1108",0.312588561942771
"1109",0.694750434606186
"1110",0.469290942367964
"1111",0.656552429481407
"1112",0.949898290445599
"1113",0.882427630969331
"1114",0.279024647877369
"1115",0.583138970367463
"1118",0.298502865159757
"1119",0.242103877555437
"1121",0.617241405709883
"1122",0.786043625922323
"1123",0.0516844806752627
"1124",0.196396424835081
"1125",0.415691291940057
"1126",0.104265725834211
"1127",0.286050562262215
"1128",0.757322222288396
"1129",0.940481333402065
"1130",0.305299182654027
"1132",0.0500385346489033
"1133",0.72482975410166
"1134",0.333122822274115
"1135",0.777038424110078
"1136",0.222363029369876
"1137",0.359223130222949
"1138",0.0500238872258387
"1139",0.836764950774714
"1140",0.663160830571511
"1141",0.254773622408757
"1142",0.262728250424974
"1143",0.546713837793442
"1144",0.523843633790516
"1146",0.632375980486959
"1147",0.632723609805329
"1148",0.234763956409224
"1149",0.476163993255705
"1150",0.380954992269706
"1151",0.752785160405146
"1152",0.183411037110713
"1153",-0.050070734359658
"1154",0.607535563601812
"1155",0.101619069310576
"1156",0.909088797473566
"1157",0.151328527921606
"1158",0.699835621258515
"1159",0.190059553250056
"1160",0.680171967036202
"1161",0.328780690379718
"1162",0.0925423573479563
"1163",0.406228971319863
"1164",0.392955879668172
"1165",0.0500959310837457
"1166",0.713779189346108
"1167",0.502514593238523
"1168",0.70401177551076
"1169",0.165757530099345
"1170",0.789863725164857
"1171",0.161514211857431
"1172",0.222971832320858
"1173",-0.030676683070638
"1175",0.924548873870277
"1176",0.089646893019599
"1177",0.0498796639064423
"1179",0.00283696879900985
"1180",0.873891898542303
"1181",0.678128789235161
"1182",0.203384680788431
"1183",0.909900728686906
"1184",0.44844478081707
"1185",0.29601149330341
"1186",0.0499009551047666
"1188",0.16141203016975
"1189",0.565592921575548
"1190",0.93368173365184
"1191",0.829340905123265
"1192",0.318890810807867
"1193",1.02436009919083
"1194",0.497714935568182
"1195",0.0953723479002702
"1196",0.0499961660213287
"1197",0.734190257919791
"1198",0.182383826716486
"1199",0.342044894447459
"1200",0.98591591449898
"1201",0.0499721303326308
"1202",0.373931596086355
"1203",0.481627334674401
"1204",0.778948871708616
"1205",0.667164490544568
"1206",0.437540579205018
"1207",0.534691004386954
"1208",0.444257352851405
"1209",0.537467287778048
"1210",0.266595909996043
"1211",0.183665877528908
"1212",0.201850106516022
"1213",0.760625119114462
"1214",0.181970262541394
"1215",0.661709276335908
"1216",0.0500911851223423
"1217",0.293565719635006
"1218",0.553906738305208
"1219",0.623683517405094
"1220",0.0125429219570196
"1221",0.23508157471413
"1222",1.1201426763808
"1223",0.591468499650275
"1224",0.747104841126366
"1225",0.478412593920945
"1226",0.486502509470879
"1227",0.950266413026185
"1228",0.0501854339178456
"1229",0.341403627875482
"1230",0.309528530730235
"1231",0.417218684195401
"1232",0.0873630101487249
"1233",0.0619017620536022
"1234",0.229433984626844
"1235",0.572226420445823
"1236",0.253605081468765
"1237",0.559466534100249
"1238",0.616902751158566
"1239",0.667481925229229
"1240",0.444859657424278
"1241",0.229599193749984
"1242",0.832938140160973
"1243",0.846441035905238
"1244",0.822865062768974
"1245",0.749167829515554
"1246",0.263736239163628
"1248",0.226915206136992
"1249",0.727507795772925
"1250",0.628957057912915
"1251",0.162723299788775
"1252",0.747410903965458
"1253",0.368057377973996
"1254",0.751373084733815
"1255",1.02592888665425
"1256",0.239308334122372
"1257",0.521843539339969
"1258",0.0501216566072989
"1259",0.375806598883687
"1260",0.812398019205931
"1261",0.152841351939208
"1262",0.0222036803169771
"1263",0.112476710295146
"1264",0.35667938597488
"1265",0.160574785489378
"1266",0.7405760129788
"1267",0.270700377574691
"1268",0.492367913062936
"1269",0.47959819672517
"1270",0.950191114269808
"1271",0.397516947027172
"1272",0.400155110223052
"1275",0.0500555123444018
"1276",0.182517645946033
"1277",-0.0440783211386592
"1278",0.7628122622593
"1279",0.722516233801586
"1280",0.465744919527682
"1281",0.513362454003113
"1282",0.224394057776295
"1283",0.162879814133215
"1284",0.0501479836979806
"1285",0.949924429347294
"1286",0.383870378832118
"1288",0.295457422619838
"1289",0.330666409880306
"1290",0.0499872524080573
"1292",0.169993556913936
"1293",0.755286999590251
"1294",0.72575122575158
"1295",0.221906644273484
"1296",0.195882202197716
"1297",0.824838373189475
"1298",0.664049765413621
"1299",0.785379114882127
"1300",0.44128475840567
"1301",0.619075198301082
"1302",0.185462605647853
"1303",0.982685397364879
"1304",0.653895909477942
"1306",0.788354832517506
"1307",0.111454605073643
"1308",0.580291964463736
